Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
hoop earrings for women,2227.9677,2082.25,1869.2,1930.2667,29404.3548,2578.7,1741.6786,2305.3871,2237.3,2472.4333,2337.0,0,0.0669,4265.5448
crystal necklace,28024.7097,22091.7857,16582.1333,17588.2333,16031.9032,15131.7,4933.1071,1813.3871,1691.8333,2007.2333,1615.5769,0,0.1089,10625.9669
wall mirror,1327.9355,1465.6071,1419.7333,1744.8,2172.2903,1970.7333,1648.5714,1610.8065,2007.1333,2968.9,2855.5385,0,0.0611,1766.0041
iphone 12 pro max glass screen protector,42512.8387,64047.8929,53498.2333,66182.8667,54995.4839,34189.7,6344.5,8382.0645,62784.8667,125957.7667,153081.0385,0,0.082,55998.1043
organizer,1222.871,1372.6786,1449.2,1538.1,1501.3871,1847.2,1597.8571,1412.3548,1478.4,2108.8667,1892.0385,0,0.0559,1451.7462
glasses,1208.2258,1231.8571,1164.7,1071.8667,1307.5161,1702.0667,1540.6071,1471.8387,1508.3667,1521.4333,1611.2308,0,0.0635,1278.3091
roomba,1833.5806,1832.1786,1874.2667,2194.5333,1640.6129,1464.0667,1610.8929,1939.1613,1847.4,1614.0,1108.6923,0,0.0611,1579.9488
pink dress,10408.4839,6625.9643,6975.4,5442.4667,4062.0645,2469.0,2365.7857,3028.5161,2095.3,999.1333,12153.3077,0,0.0868,4718.7852
love and hip hop,7993.8065,4980.0714,5182.3333,5557.9667,6258.4516,8442.9667,2481.6071,2824.6452,2543.9333,5050.3,9092.3846,0,0.0822,5034.0389
gel pens,1485.3548,1759.7857,1669.9333,1889.0333,2068.0323,2502.7,1741.4643,1166.5806,1494.5,1727.8,1416.5385,0,0.053,1576.8102
iphone case,2429.6774,2355.6786,1721.8333,1807.3,1764.0,1874.4333,1727.0357,2133.129,2144.3333,2495.0333,2491.0769,0,0.067,1911.9609
inflatable swimming pool,325504.9677,230393.1071,56657.3667,52173.0,23555.0323,19626.8,2681.7143,11157.7742,210839.2333,383641.2333,413864.3846,0,0.136,144174.5511
mini pop it,227539.7419,29867.6786,4535.6667,1607.9,908.5484,1257.2333,1632.3929,2116.4516,2569.9667,4471.7,6665.9231,0,0.0742,23597.7669
fish oil,1428.9355,1750.9286,1686.7,1305.7,1293.0645,1684.7333,1520.3214,1166.7742,1091.9333,1313.7333,2325.9615,0,0.0507,1380.7321
closet,1877.0323,2698.0,2438.9667,2461.1,2425.1613,2125.8667,1737.5357,1890.2581,2047.8667,2483.7,3109.5,0,0.0561,2107.9156
black masks,4512.5161,4635.5,3101.3,3267.1667,3243.9355,2214.0333,1500.9286,276.5484,379.0,869.5333,1254.9615,0,0.1133,2104.6186
dog gate,2574.8065,2624.4643,2180.8667,1922.0333,1785.129,2135.4667,1605.9286,1699.2258,1835.6333,2328.2667,2481.0385,0,0.0651,1931.0716
louis vuitton,2183.6452,1719.3214,1450.0667,1441.2333,2572.9032,3135.7,1819.5357,2892.9032,1886.6,3121.6667,3180.6923,0,0.0797,2117.0223
lego friends,1803.0645,1765.1071,2070.8,2422.3667,2919.0968,2273.2,1775.5357,1683.1613,1755.0,1359.7667,919.9615,0,0.0597,1728.9217
folders,5217.1935,6532.6429,6597.6667,6478.2667,6665.3548,7442.1333,2683.3214,766.0323,2178.3,4811.2333,8635.4231,0,0.095,4833.964
women's pants,2268.5161,3250.7857,2324.1,1636.5667,1714.5161,1719.7667,1523.2143,1154.9032,1279.6,1589.1333,1778.2692,0,0.0515,1686.6143
pasta,932.1935,683.7143,1237.0,1581.0333,1707.5161,1863.9333,1418.6071,1295.1613,1264.9,1628.8333,4090.6923,0,0.0514,1475.2987
prime,1346.2903,1006.0,846.3,819.4,1185.2581,1477.5667,1399.2143,1934.3226,475.2667,427.9333,778.0769,0,0.0694,974.6357
bracelets,3679.8387,3627.3929,2619.9667,2108.8667,1680.9032,1125.5,716.7857,420.0323,760.1667,965.9333,666.4615,0,0.1023,1530.9873
backpacks for teens,285529.1613,314809.7857,249837.2,230922.2,430686.1935,127149.1667,5233.3929,30329.871,315548.4667,440005.3,283274.8846,0,0.1114,226110.4685
oil filter,2782.0968,2567.0,1463.8667,1587.7667,1855.2581,2570.0667,1637.25,1702.871,1420.7,1588.1,2322.1538,0,0.0651,1791.4275
womens wallet,2286.4194,2725.0,1931.9667,2150.2,2487.4194,2507.5333,1911.3571,2120.4516,2099.4333,2210.7667,1628.6923,0,0.06,2004.9366
nail file,1843.0968,1603.0714,1548.9667,1563.2333,1757.0645,1612.2,1499.25,1777.3226,1766.4333,2093.2333,2469.6538,0,0.0507,1627.7938
dolls,2413.1935,2323.8214,1995.9667,2278.1667,2380.6774,2255.2333,2495.1786,3143.8065,2315.0,1912.6333,1400.7692,0,0.0549,2076.2039
tablets on sale prime 10 + inch,0.0,0.0,0.0,0.0,0.0,0.0,3059.75,6985.6452,4119.7333,3600.6,2062.3462,0,0.1018,1652.3396
tumbler,1691.5161,1991.5,1817.3667,1703.7,1703.871,1638.4667,1670.3571,1830.6129,1864.6,2125.0667,1495.1154,0,0.059,1627.6811
peacock tv,2189.2258,2480.1071,2508.5,2028.1,2605.2903,1695.5333,1077.9286,1812.6129,6640.0667,11330.4333,10259.1923,0,0.0956,3718.9159
samsung tablet,6590.1613,4081.3929,1678.9667,834.5333,835.2581,1169.3667,2072.9643,1207.9677,1077.6667,940.1333,575.0385,0,0.0707,1755.2875
silicone wedding bands women,0.0,0.0,0.0,0.0,0.0,0.0,1428.3333,1687.4839,1869.8,2077.6,3836.8462,0,0.0992,908.3386
mother of the bride dresses,68688.0323,46470.8571,22419.8667,20732.5667,22559.3871,27184.6667,6826.8571,1995.9032,2245.1,3657.8333,6308.8077,0,0.0847,19090.8232
the,790.1613,959.4286,1670.0333,1548.5333,1911.9032,2078.4,1505.9643,2512.6129,2841.5333,3292.0,3176.5769,0,0.0838,1857.2623
crackers,1137.8065,935.1071,1400.1,1648.3,1703.3226,1879.6333,1532.1071,1449.6452,1294.7667,1604.1333,1850.6538,0,0.0682,1369.6313
bathroom shelves,1784.7097,1646.3214,1641.3667,1857.1,1659.9355,1929.8667,1575.75,1631.6452,1402.6,1456.8,2078.7692,0,0.0587,1555.4054
timberland boots for men,569.3871,531.7857,1063.9667,1402.8333,1545.4194,1699.7,1749.0,1668.4516,891.2667,603.2,341.2692,0,0.1081,1005.5233
utensil holder,1370.0,1811.9643,1890.7,1946.1,2046.5484,2087.0333,1550.4286,1464.6452,1900.7333,2943.3667,2933.0385,0,0.0612,1828.7132
avocado,1224.6774,709.8571,1210.8667,1416.3,1776.8065,1921.0333,2880.9643,1787.9032,1802.2667,2498.3667,4439.0769,0,0.0587,1805.6766
shower curtain rings,9781.3548,7971.9286,6656.9333,6554.1,8370.3871,11546.0667,1543.0,3119.6452,5314.1333,6942.2333,6996.4231,0,0.0757,6233.0171
kawaii accessories,1045.6774,1330.4286,1825.4667,2138.1,1341.8065,1530.6333,1560.3929,2704.2903,2549.6333,2708.1667,2002.1923,0,0.0758,1728.0657
desk decor,3514.9032,3600.5357,3493.8333,4004.5333,4182.0968,3498.5,1989.3214,1684.9677,2665.8333,3929.6,4380.9615,0,0.0785,3078.7572
refrigerator organizer bins,2367.4516,2948.0,2932.2,1711.9667,2308.7742,1770.7667,1731.3571,1239.6129,1436.5333,2340.2,3388.6538,0,0.0664,2014.6264
nursing tops,2892.0,3265.5357,2805.8333,2903.7667,2770.129,1867.2667,1720.1071,1736.0645,1697.7667,2202.8,2807.1538,0,0.0689,2222.3686
car seat,2067.0645,1537.7143,1191.0667,1590.8667,1681.7097,2010.3,1517.5357,1497.9355,1560.3,1828.5333,1854.3077,0,0.0624,1528.1112
star projector,1352.1613,1544.3214,1377.7667,1478.4,1500.5806,2363.5333,1713.4643,1814.0645,2931.1333,3067.6333,1917.9231,0,0.0627,1755.0818
locker accessories,31686.9032,31375.5714,29755.8333,35224.3667,28295.8065,19381.9,2777.8929,435.0645,3193.4333,10065.4,16787.5,0,0.1379,17414.9726
vibrator sexual for women vibrating machine,0.0,0.0,0.0,0.0,0.0,0.0,23674.5833,270591.8387,0.0,0.0,0.0,0,0.0758,24522.2018
blackhead remover,1314.129,1141.8214,921.9,1113.6667,1286.6129,1480.3333,1449.3929,2238.3871,2318.6667,2697.6333,2753.3462,0,0.0783,1559.6575
olive oil,901.0323,759.7857,1168.0667,1283.1,1377.5161,1352.1667,1325.0,1244.6129,1295.3,1543.4667,2042.0,0,0.0527,1191.0039
kitchen utensils,7672.1935,6655.6429,7475.9667,8395.7667,7851.1613,7977.3,6313.8214,7394.7419,7401.0,6490.2333,5196.5769,0,0.0656,6568.7004
back scratcher,1513.6774,1520.7143,1705.3667,1909.5,2001.5806,1760.6,1654.9643,1928.0968,1895.4,2101.8667,1674.7308,0,0.0623,1638.8748
the ordinary,812.8065,828.1786,1015.0333,1000.0333,1684.6774,1413.6333,1496.4286,1712.2903,1882.2667,2225.1333,2360.8846,0,0.0741,1369.2805
space jam jersey,84842.5806,78828.5357,55465.1333,42595.0,33127.6129,21934.1,4468.3571,10407.6129,12129.2,10084.3667,37480.3462,0,0.103,32613.5704
probiotic,6049.1613,6203.8571,6295.7667,4946.3333,4761.871,1842.3,1527.5,1208.2581,1113.6667,1490.3333,2973.9615,0,0.1228,3201.0841
3d printers,33499.871,35866.5714,30523.3667,28014.3,31538.4194,36209.3,6989.8571,1241.4516,1117.2,1207.6667,782.5769,0,0.1852,17249.2151
acrylic paint,798.8065,800.4286,984.9667,1090.4,1497.8065,3029.9667,1689.4286,1390.2903,1401.2667,1131.1,1375.0385,0,0.0504,1265.7916
gift bags,3078.7419,2319.3571,2257.6667,1519.2333,1340.0,1869.7667,2320.1429,1685.129,1528.8667,1219.5667,959.1923,0,0.0603,1674.8053
fleshlight,3822.5161,3534.2143,3639.7333,3556.6333,4515.5484,3549.0333,2731.4643,2054.2903,3105.2333,3568.8667,3523.3462,0,0.0598,3133.4066
floss,2982.6774,2804.1786,2649.2333,2352.8333,2522.3871,2201.3333,1730.2857,1836.5806,1960.7333,2158.3667,3140.8462,0,0.0629,2194.9546
hamper,1493.9677,1777.25,1697.0,1882.3667,2073.7097,2057.3,1732.9286,1475.6774,1761.0333,2414.0667,2381.6538,0,0.0609,1728.9128
bathing suits,11569.5484,2019.2143,555.3,386.2667,580.1613,453.6667,2049.4643,9346.6774,25444.6,51868.5667,42065.4231,0,0.1101,12194.9074
tents,8063.7097,6731.5714,2817.0,2356.8,2017.1935,1853.7667,1874.1429,4123.7742,6789.8333,9529.7667,12993.3077,0,0.082,4929.2388
igloo cooler,12666.7419,10052.4643,5773.6667,5063.0333,2157.9032,1317.1,1657.2857,9001.4516,5423.7333,6709.9,7639.7692,0,0.0853,5621.9208
underworld,4119.6452,2273.5357,4854.1667,4968.5667,4095.8065,6294.7333,1177.5357,1936.2258,2841.1333,3280.8,4288.2692,0,0.0735,3344.2015
knee brace,1891.0,2040.1429,1613.9667,1495.2,1657.3548,1659.5333,1729.1429,1696.2581,1567.7333,2096.9667,2181.3077,0,0.0605,1635.7172
shower chair,3708.5484,2227.4286,2010.5,1895.6667,1821.7419,2069.4,1636.0,2517.6774,1791.8,2320.2,2402.7308,0,0.0467,2033.4745
toy storage,753.6452,1729.9643,1796.1,2607.8,3134.2581,2780.5333,1770.0357,1867.5161,2311.0,2941.3667,2468.1923,0,0.0781,2013.3676
wipes,1890.3871,1942.2143,2101.4667,1763.4333,1819.2581,1890.0,1658.4286,1478.3548,1430.4333,1551.6,2752.6923,0,0.049,1689.8557
pool floats adult,197828.7419,193883.8571,54987.0,6821.8667,557.9032,12748.3333,15671.8929,5786.3226,11680.6667,30136.3667,36734.8462,0,0.1189,47236.4831
keto snack,39198.0,43238.6429,36625.4,37922.1333,28740.7097,2398.3333,1984.25,1822.7419,2051.6,3157.0667,4961.2308,0,0.1631,16841.6757
rv accessories,3440.2258,2360.0714,1191.6,1124.8667,1830.4194,2694.1,1656.5,1996.2581,2786.0333,3388.0667,2588.0385,0,0.0778,2088.015
printer paper,1642.2581,1806.75,2235.0667,1921.1667,1981.5806,2155.3667,2256.8571,1676.7097,1454.5333,1661.9333,2192.6154,0,0.0673,1748.7365
memory foam mattress,2004.5161,2384.0357,1562.5,1840.1667,2097.871,2058.9667,2059.6429,1882.2903,2211.6667,3421.7667,2849.5385,0,0.051,2031.0801
cork board,1778.0645,2658.9643,2857.1,2579.9667,3115.0645,6436.1667,2030.8929,1534.2903,2304.4667,3481.8,4183.5,0,0.0544,2746.6897
laser pointer,1768.7742,1608.1786,1560.5667,1664.4667,1893.3226,1838.2667,1718.5,1998.8387,1672.9,1509.5333,1704.6154,0,0.0611,1578.1636
dragon ball z,2137.3226,2471.5714,2285.4,2106.0333,1809.871,1397.2667,1384.1071,1746.5806,1684.9333,2682.2,1392.8462,0,0.0626,1758.1777
monster high,10605.0968,7853.8214,9118.2667,9131.7667,8021.1935,3104.1,1173.1071,1019.9032,2715.0667,4462.9333,7315.2692,0,0.1119,5376.7104
steve madden sandals,65692.7097,15593.7143,3143.6667,1433.9667,1081.1935,1485.9667,2034.4643,3683.4194,8998.2333,28924.0667,40005.1154,0,0.0896,14339.7097
gaming action figures,0.0,0.0,0.0,0.0,0.0,0.0,1723.5833,3852.1935,4557.8333,6755.2333,6655.1538,0,0.1503,1961.9998
downton abbey,1140.8387,718.4286,1024.9667,1234.1667,1126.9355,1395.2,1540.9286,2426.9677,2292.1333,3433.1667,1846.4231,0,0.0621,1515.013
womens shirts,2386.5161,2107.8929,900.1667,993.4667,1359.9677,1951.1333,1814.8929,1214.6452,1879.6,2657.1,2527.4231,0,0.079,1649.4004
gift card birthday,79131.129,9963.1071,1595.3,1293.0667,1043.0,1413.9333,1880.6071,2031.9355,1863.6333,6337.9,7578.1923,0,0.0718,9510.9837
scrub daddy,3683.3226,1696.9286,1624.9,1881.7667,1730.129,1469.6667,1408.25,1264.6452,1145.9667,1486.4333,1871.9615,0,0.0459,1605.3309
family guy,1724.0968,1403.0714,1478.4,1560.3,1367.3548,2139.0333,1502.0,1909.6129,1879.4,1752.1667,1648.5769,0,0.0569,1530.3344
moving boxes,3090.9355,2466.4643,2050.4667,1773.8667,1433.3871,1613.5333,1625.2857,2195.129,2848.9667,3262.4333,4371.3846,0,0.0586,2227.6544
men's t-shirts,3773.8065,4054.7857,2041.8667,1374.0,1206.0323,1047.2333,1480.3571,1569.0323,2341.6333,2431.7667,3523.9231,0,0.0827,2070.3698
ear plugs,2850.4194,1586.6429,1574.2333,1325.5,1222.7742,2632.9667,1476.1429,1494.2903,712.9,677.3333,1492.9231,0,0.0687,1420.5105
yoga,773.0,961.8214,1322.6,1435.3333,1906.7742,2016.5333,1859.8214,2366.5806,3109.8667,3821.9,3090.6923,0,0.0748,1888.7436
jbl,2259.8387,2394.4643,2169.6667,2194.6667,2168.9355,1605.4,1589.9643,1789.8387,2181.8667,2483.9333,1728.1923,0,0.0656,1880.5639
bath and body works,1446.0323,2452.4643,1656.9333,2281.7333,1626.6129,1816.1,1530.1429,1738.129,1186.5667,1127.3,639.1923,0,0.0683,1458.4339
preworkout,5089.6129,4982.0,3756.7667,3161.7333,2761.6774,2234.4667,1941.6071,1900.3548,2076.4,2337.4667,2872.5769,0,0.0691,2759.5552
athletic shorts for women,21963.9677,16479.1071,4428.2,2853.3667,7630.7097,6055.1667,1918.0357,2635.871,6659.6667,21109.1333,28663.9615,0,0.1005,10033.0988
sticky bra,18020.6452,12674.0714,5149.4,3354.4,2383.8387,6921.7333,2035.9286,2748.4516,2056.7333,2890.8333,7601.0769,0,0.0764,5486.426
samsung,1146.2258,1268.7857,1333.2,1230.4333,1426.7419,1074.5333,1568.1071,1715.4194,1496.1,1801.6667,1832.2692,0,0.0645,1324.4569
quiet place part 2,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,2978.8387,6764.6667,8305.9333,13793.9231,0,0.0982,2758.5302
invicta watches for men,1580.5161,1530.1429,1582.6333,1729.7,1626.129,1147.2,1661.8214,1768.6129,2008.8333,1989.6333,1472.3462,0,0.0631,1508.1307
golf shoes men,445398.0645,355811.5357,186481.1,158572.4333,137890.4194,2057.8,1453.7857,2873.0968,4111.5333,6103.9667,7235.1154,0,0.1098,108999.0709
foundation,1428.0323,1427.1071,1363.0333,1293.0667,1814.6774,1895.0667,1820.7857,1966.0323,1983.9333,1770.8,1948.4615,0,0.0712,1559.2497
battery operated fan,51035.0645,32550.0,20416.8333,12253.0,6158.9677,7796.9,3097.7143,2247.0645,8570.4333,27801.8333,61079.0,0,0.0982,19417.2342
survival gear,2621.3226,3464.6786,3263.0667,2692.5667,2638.7097,2089.3667,1646.8929,1402.4839,1638.0,1881.7,1943.1538,0,0.0661,2106.8285
belly rings,13976.0968,10066.1786,8508.9333,12082.3667,10656.129,10573.2667,6138.9643,4160.0645,14747.5667,18488.7333,14254.3462,0,0.0692,10304.3872
lace front wigs human hair,3958.0,4680.5714,618.9333,4761.3333,10141.0,9163.0,5084.8571,623.0323,591.0333,616.2,785.4615,0,0.1092,3418.6185
diamond art,886.3226,1024.9643,1084.5,1263.3,1524.4516,1260.0,1544.4286,2112.5806,1884.8333,1892.0,1280.8462,0,0.0644,1313.1856
tom and jerry,4537.9677,1543.4643,342.2,596.5333,522.4839,871.9333,1278.75,2115.9032,3439.7667,4245.2667,3708.3077,0,0.1187,1933.5481
spiralizer noodle maker,60771.6774,73817.8571,107556.9,76067.8333,24253.2903,34847.3333,21606.25,48985.9677,153194.5667,243418.9333,282718.1923,0,0.0917,93936.5668
cabinet organizers and storage,1168.0323,1914.2143,2464.4667,2473.4,2230.0645,2181.8,1679.2857,1764.3548,1959.8667,2466.5333,4144.5769,0,0.0494,2037.2163
ipad mini,1584.129,1058.8214,1211.6,1311.0667,1437.7742,1622.4333,1633.8214,1624.6774,903.2,679.5,378.5385,0,0.0993,1120.4635
cricut accessories,3160.5484,6219.6071,5195.1333,6567.6333,5217.3226,2273.6333,1673.0357,1906.5161,2371.7,2723.7333,1417.4231,0,0.0921,3227.1905
capris for women,86601.8065,43943.3929,6995.0,3883.6,2703.9677,31793.1333,1949.6429,3410.9677,12994.5333,32192.0,85881.6154,0,0.122,26029.1383
laptop bag for women,4149.8387,4608.5,4031.3333,5356.3,4189.7097,4270.6667,2105.4643,2001.1935,4759.7667,5351.6333,4755.1154,0,0.0825,3798.2935
chairs,2483.8065,2566.7143,1987.8333,2166.6667,2340.3226,2095.5667,1937.4643,1819.0968,2394.4667,3209.3333,2962.2692,0,0.0564,2163.6284
quercetin,994.6129,2072.6786,3075.6667,3636.2667,3177.1613,4652.3667,1912.7857,1531.0323,413.6667,796.6667,2156.7308,0,0.0827,2034.9696
skechers sandals for women,43835.6774,22327.4286,4010.9333,1701.9667,5671.8387,30834.2667,1416.1429,3752.1935,11873.1667,39279.3667,73265.8846,0,0.0896,19830.7388
twin mattress,854.3226,2698.4643,494.4333,2250.9,2262.1935,1925.7667,1527.2857,1176.1935,477.8333,655.0333,644.1154,0,0.0946,1247.2118
full size mattress,1085.3226,3972.25,2536.2667,922.6333,2443.2581,3032.5667,2393.4286,1897.3226,816.0667,925.5,852.3077,0,0.0774,1739.7436
sanrio,2274.6452,2583.4643,1953.5667,2246.0333,1943.0968,1934.4333,1557.1071,2069.2258,2420.7333,2156.3333,1315.6923,0,0.0644,1871.1943
coach handbags,1721.1935,1705.3571,1425.6333,1414.2667,4042.4194,1921.3333,2722.3571,5154.6129,1496.2333,1702.4,1188.1923,0,0.0642,2041.1666
laptop case,2824.8387,2487.1429,1365.3333,2285.5667,2472.5484,4025.6667,2747.9286,1546.7097,1551.5667,2321.3333,2138.1154,0,0.0543,2147.2292
coffee creamer,1328.6774,1063.5714,1567.7667,1664.9667,2175.7419,2920.3667,1696.9286,1450.0,1529.3333,1528.1667,2119.8077,0,0.0519,1587.1106
calvin klein underwear for men,266352.0,92227.5714,50082.2333,144200.8,77512.1613,2612.2667,2110.9643,2273.2258,1314.4333,1324.2333,1309.6923,0,0.0875,53443.2985
hbo max app,1382.0,1955.3571,3978.8,3644.2667,3267.3226,2184.6,2050.1786,23292.6129,43572.4667,50322.8,49662.7692,0,0.1524,15442.7645
club outfits for women,7810.9032,7351.75,3708.6,4651.9333,4363.0968,3077.8667,2388.2857,3340.4516,3240.5667,10347.3667,16063.8462,0,0.0661,5528.7222
gopro,1796.6452,1528.2857,1381.2,1420.0667,1408.129,1355.6333,1445.8929,1748.9677,1833.7667,1718.0,1563.9615,0,0.0635,1433.3791
water dispenser,2486.0968,1867.6786,2113.5333,2151.5667,1995.3548,1626.8333,1763.8929,1846.5806,1537.2333,2286.7333,2429.1538,0,0.0632,1842.0548
aesthetic clothes,2017.1935,2272.8214,2342.5333,2116.9,2359.6774,2895.3,2040.2857,2314.871,2469.6333,2590.0667,1785.2692,0,0.057,2100.3793
ipad 8th generation case,279.9032,901.6786,764.8667,624.0667,1022.4839,1278.8333,1945.6071,1802.1935,2670.0,4627.2667,5486.9231,0,0.0887,1783.6519
purge,8900.6129,8719.3214,11004.2333,10028.4333,6895.6774,4675.0333,1013.5,2395.6129,4020.3,2983.7333,4919.1538,0,0.0992,5462.9676
dog poop bag,2816.8387,2822.8571,2210.6,1747.9333,1993.9677,3225.7,1520.7857,1548.9677,1319.7333,1492.7,2247.5385,0,0.0647,1912.3018
bath rugs,1533.129,1743.8929,1637.3667,1747.4667,1694.2258,2025.5,1635.0714,1767.6452,2346.6667,3187.2667,2381.3462,0,0.0492,1808.2981
airsoft,2112.3871,2036.6429,1830.5333,1448.8333,2014.5484,1772.5667,1598.1429,3761.3226,1684.3333,1710.3333,1656.3846,0,0.0441,1802.169
placemats,1864.4516,2451.7143,2027.5333,2111.9333,2330.8065,4187.4,1806.3929,2120.129,1493.4333,1819.5333,1764.1538,0,0.0453,1998.1234
sd cards,31875.3548,30129.9286,17911.4,23685.6,15887.0645,23675.5333,10768.8929,6509.0645,18705.5,19339.0333,21352.3077,0,0.0762,18319.9733
rio,8566.0,5070.0714,7990.1333,2380.7667,2622.5806,3485.5,3622.5357,9945.871,13568.8333,18297.1,20994.2308,0,0.0912,8045.3019
bean bag,1791.3226,1988.8929,1693.7,1906.6,2208.4839,2230.4667,1529.4286,1106.0645,1497.2333,1731.1333,1218.0769,0,0.0676,1575.1169
eyebrow pencil,1426.7419,1759.75,2073.6667,2003.4333,2081.0645,6259.5333,4712.9643,1289.3226,1369.9,1784.6667,2318.8462,0,0.0641,2256.6575
samsung galaxy s10+ case,138283.0323,110768.9643,90496.6333,83494.0667,27762.5484,45925.2,3471.7857,3859.7742,16098.9,55816.4,89371.6538,0,0.1043,55445.7466
8x10 picture frame,1189.2581,1535.25,1620.1667,1460.5,1868.8387,28572.9333,4397.8214,1314.3871,1275.3,2220.4,1095.8462,0,0.0691,3879.2251
apple tv,1206.0968,1035.7143,1279.3333,1406.5667,1370.3871,1573.0,1672.9643,1597.6774,1441.9333,1872.0,1953.9615,0,0.0613,1367.4696
napkin holder,2003.7419,2367.0714,2210.9667,2210.4667,2122.3871,1955.4667,1654.5357,1658.8387,1824.9667,2331.3333,2411.9231,0,0.0667,1895.9748
jaws,8300.6774,5682.8571,6536.5667,6645.9667,4114.9355,2503.8667,1034.4286,751.4839,3046.0667,10747.3667,11395.8462,0,0.1026,5063.3385
off the shoulder tops,34456.1613,32588.6071,13489.9333,11797.0,11590.0323,6207.1667,1942.0357,2446.2258,8928.6,41064.6,74559.5769,0,0.0797,19922.4949
vera bradley backpack,16942.3226,18057.1429,14231.0,32638.5333,19094.2258,8643.9,2520.2143,2758.871,9412.5,11100.3667,9761.6154,0,0.0693,12096.7243
mens t shirt,75633.8387,73647.3929,38912.1333,32213.4,29492.5161,11918.1667,1954.8214,1128.9355,3284.0667,4355.4667,4342.2692,0,0.122,23073.5839
barstools,1789.9032,2017.5,1846.8,1831.4333,1716.9677,1899.6,1601.6071,1585.4839,2136.6667,2049.7333,2176.3462,0,0.064,1721.0034
keto pills,2294.2581,2201.3571,1751.5333,1136.3333,2340.4194,2551.3,1919.6071,1399.3226,1783.4667,4602.1,6568.9231,0,0.0612,2379.0517
drones,2421.4839,2809.1429,2408.8333,2566.5333,2955.9355,2463.0,1498.9643,1895.2581,3169.9667,3558.5,2569.8077,0,0.0611,2359.7855
boho dress,10179.5806,2506.6429,1086.5333,1646.4,1911.3226,1796.6667,1991.3571,1390.871,2923.7,9871.4667,18919.9615,0,0.0804,4518.7085
bug spray,36656.5484,30374.2857,13401.5667,7014.5333,3347.5806,1829.4333,2401.1429,2489.8387,4106.7,11216.0,23620.1538,0,0.1036,11371.482
massage chair,1036.0323,1035.5714,971.3667,958.3333,1038.0968,1367.3,1326.9643,1421.8065,1547.7667,1460.0,1030.6923,0,0.0633,1099.4942
string lights,1232.2581,1594.8214,1204.6,1055.9667,1232.9355,2009.0,1670.1786,870.6129,1085.7667,973.7333,1076.8462,0,0.0551,1167.2266
unhinged,4820.2581,3799.75,7475.3333,664.0333,1092.4516,2066.7333,1373.3571,2634.1935,4558.3333,7248.3,12147.1538,0,0.078,3989.9914
vitamin c serum,1390.0968,1287.6429,1273.7667,1318.5333,1626.7419,1764.6,1672.25,1964.5484,2227.2667,2536.2667,2729.3077,0,0.0623,1649.2518
celsius energy drink,256803.9677,116869.8214,6118.7333,2775.2667,2883.0968,2119.3667,2170.3929,1786.3871,1873.7667,1951.1333,2276.0,0,0.084,33135.661
binoculars,1259.3548,1241.6786,896.2333,889.1,912.4516,1893.2667,1878.3571,1287.5161,1102.2,1260.6333,1111.6538,0,0.0616,1144.3704
joggers for women,420.7742,513.8929,651.6667,954.1333,1314.0968,2125.9333,1691.1071,1142.1613,558.0333,473.6667,553.2692,0,0.0741,866.5612
eyeshadow palette,747.4839,930.25,1049.7667,1431.2333,1920.5484,2164.6667,1802.7143,1892.0323,1776.3333,1487.2667,1455.0769,0,0.0736,1388.1144
binoculars for adults,3547.3871,3606.9286,2971.8333,3043.8667,3537.0323,1709.4333,2206.1786,4323.9032,4538.1,5080.8333,3667.7308,0,0.0669,3186.1023
beard trimmer for men,30062.0323,12020.7857,11738.0333,10720.1,11546.9677,8304.2333,1778.3571,1902.7742,1980.8667,1812.7667,1780.4615,0,0.0728,7803.9482
raised garden bed,5075.8065,2615.2143,654.1,5307.4333,7185.8387,10771.2333,3861.0357,5862.3226,6839.8333,9686.7,15554.0385,0,0.0729,6117.7963
grow light,859.0645,654.6429,626.0,907.4333,1281.7097,1713.4333,1843.3214,1959.4516,1933.3667,2355.9667,2410.7692,0,0.093,1378.7633
bose,2261.6452,2481.4286,2465.2333,2543.3,2602.4516,1920.1333,2557.9286,1742.2903,1867.9333,1813.8333,1331.5,0,0.0744,1965.6398
shorts men,158442.3871,117673.5,37895.1333,27058.0333,21014.7742,13068.4667,1199.9286,1349.9032,1480.7333,2683.1333,3593.5385,0,0.0975,32121.6276
ps5 games,2369.1935,3915.2143,1226.5,3793.3,2484.8065,2869.7,1939.0357,1419.1613,1211.1,1203.5,581.5,0,0.0877,1917.7509
succulent pots,3488.7419,3630.9286,2711.1333,2268.8333,4184.5806,10596.9333,2043.6429,2132.1613,2617.7667,3791.1667,4257.7308,0,0.0524,3476.9683
plastic cups,3582.129,3041.9643,2599.1333,2153.2,2242.2581,1646.3,1610.75,1730.3226,1957.4333,2405.2667,2920.8077,0,0.0591,2157.4638
bandanas,5218.1613,13706.0714,8330.3,8716.3333,3478.0323,7664.5333,4299.8929,8548.4839,11475.4667,12609.4333,18048.2308,0,0.0692,8507.9116
kindle books,1170.4839,2520.9286,2109.6,2034.3333,2227.6452,1457.0,1676.9286,2055.9032,976.7333,1167.6667,1487.4615,0,0.0688,1573.7237
